HGNC ID	Approved Symbol	Approved Name	Status	Synonyms	Entrez Gene ID(supplied by NCBI)	UniProt ID(supplied by UniProt)
HGNC:43037	RNA5SP137	RNA, 5S ribosomal pseudogene 137	Approved		100873405	
HGNC:43038	RNA5SP138	RNA, 5S ribosomal pseudogene 138	Approved		100873406	
HGNC:43039	RNA5SP139	RNA, 5S ribosomal pseudogene 139	Approved		100873407	
HGNC:43040	RNA5SP140	RNA, 5S ribosomal pseudogene 140	Approved		106478996	
HGNC:43041	RNA5SP141	RNA, 5S ribosomal pseudogene 141	Approved		100873408	
HGNC:43042	RNA5SP142	RNA, 5S ribosomal pseudogene 142	Approved		100873409	
HGNC:43043	RNA5SP143	RNA, 5S ribosomal pseudogene 143	Approved		100873410	
HGNC:43044	RNA5SP144	RNA, 5S ribosomal pseudogene 144	Approved		100873411	
HGNC:43045	RNA5SP145	RNA, 5S ribosomal pseudogene 145	Approved		100873412	
HGNC:43046	RNA5SP146	RNA, 5S ribosomal pseudogene 146	Approved		100873413	
HGNC:43047	RNA5SP147	RNA, 5S ribosomal pseudogene 147	Approved		100873414	
HGNC:43048	RNA5SP148	RNA, 5S ribosomal pseudogene 148	Approved		100873415	
HGNC:43049	RNA5SP149	RNA, 5S ribosomal pseudogene 149	Approved		106480437	
HGNC:43050	RNA5SP150	RNA, 5S ribosomal pseudogene 150	Approved		100873416	
HGNC:43051	RNA5SP151	RNA, 5S ribosomal pseudogene 151	Approved		100873417	
HGNC:43052	RNA5SP152	RNA, 5S ribosomal pseudogene 152	Approved		100873418	
HGNC:43053	RNA5SP153	RNA, 5S ribosomal pseudogene 153	Approved		100873419	
HGNC:43054	RNA5SP154	RNA, 5S ribosomal pseudogene 154	Approved		100873420	
HGNC:43055	RNA5SP155	RNA, 5S ribosomal pseudogene 155	Approved		100873421	
HGNC:43056	RNA5SP156	RNA, 5S ribosomal pseudogene 156	Approved		100873422	
HGNC:43057	RNA5SP157	RNA, 5S ribosomal pseudogene 157	Approved		100873423	
HGNC:43058	RNA5SP158	RNA, 5S ribosomal pseudogene 158	Approved		100873424	
HGNC:43059	RNA5SP159	RNA, 5S ribosomal pseudogene 159	Approved		100873425	
HGNC:43060	RNA5SP160	RNA, 5S ribosomal pseudogene 160	Approved		100873426	
HGNC:43061	RNA5SP161	RNA, 5S ribosomal pseudogene 161	Approved		106480757	
HGNC:43062	RNA5SP162	RNA, 5S ribosomal pseudogene 162	Approved		100873427	
HGNC:43063	RNA5SP163	RNA, 5S ribosomal pseudogene 163	Approved		100873428	
HGNC:43064	RNA5SP164	RNA, 5S ribosomal pseudogene 164	Approved		100873429	
HGNC:43065	RNA5SP165	RNA, 5S ribosomal pseudogene 165	Approved		100873430	
HGNC:43066	RNA5SP166	RNA, 5S ribosomal pseudogene 166	Approved		100873431	
HGNC:43067	RNA5SP167	RNA, 5S ribosomal pseudogene 167	Approved		100873432	
HGNC:43068	RNA5SP168	RNA, 5S ribosomal pseudogene 168	Approved		100873433	
HGNC:43069	RNA5SP169	RNA, 5S ribosomal pseudogene 169	Approved		100873434	
HGNC:43070	RNA5SP170	RNA, 5S ribosomal pseudogene 170	Approved		100873435	
HGNC:43071	RNA5SP171	RNA, 5S ribosomal pseudogene 171	Approved		100873436	
HGNC:43072	RNA5SP172	RNA, 5S ribosomal pseudogene 172	Approved		106478997	
HGNC:43073	RNA5SP173	RNA, 5S ribosomal pseudogene 173	Approved		100873437	
HGNC:43074	RNA5SP174	RNA, 5S ribosomal pseudogene 174	Approved		106478998	
HGNC:43075	RNA5SP175	RNA, 5S ribosomal pseudogene 175	Approved		106480758	
HGNC:43076	RNA5SP176	RNA, 5S ribosomal pseudogene 176	Approved		100873438	
HGNC:43077	RNA5SP177	RNA, 5S ribosomal pseudogene 177	Approved		100873439	
HGNC:43078	RNA5SP178	RNA, 5S ribosomal pseudogene 178	Approved		100873440	
HGNC:43079	RNA5SP179	RNA, 5S ribosomal pseudogene 179	Approved		100873441	
HGNC:43080	RNA5SP180	RNA, 5S ribosomal pseudogene 180	Approved		100873442	
HGNC:43081	RNA5SP181	RNA, 5S ribosomal pseudogene 181	Approved		100873443	
HGNC:43082	RNA5SP182	RNA, 5S ribosomal pseudogene 182	Approved		100873444	
HGNC:43083	RNA5SP183	RNA, 5S ribosomal pseudogene 183	Approved		100873445	
HGNC:43084	RNA5SP184	RNA, 5S ribosomal pseudogene 184	Approved		100873446	
HGNC:43085	RNA5SP185	RNA, 5S ribosomal pseudogene 185	Approved		100873447	
HGNC:43086	RNA5SP186	RNA, 5S ribosomal pseudogene 186	Approved		100873448	
HGNC:43087	RNA5SP187	RNA, 5S ribosomal pseudogene 187	Approved		100873449	
HGNC:43088	RNA5SP188	RNA, 5S ribosomal pseudogene 188	Approved		100873450	
HGNC:43089	RNA5SP189	RNA, 5S ribosomal pseudogene 189	Approved		100873451	
HGNC:43090	RNA5SP190	RNA, 5S ribosomal pseudogene 190	Approved		100873452	
HGNC:43091	RNA5SP191	RNA, 5S ribosomal pseudogene 191	Approved		100873453	
HGNC:43092	RNA5SP192	RNA, 5S ribosomal pseudogene 192	Approved		100873454	
HGNC:43093	RNA5SP193	RNA, 5S ribosomal pseudogene 193	Approved		100873455	
HGNC:43094	RNA5SP194	RNA, 5S ribosomal pseudogene 194	Approved		100873456	
HGNC:43095	RNA5SP195	RNA, 5S ribosomal pseudogene 195	Approved		100873457	
HGNC:43096	RNA5SP196	RNA, 5S ribosomal pseudogene 196	Approved		100873458	
HGNC:43097	RNA5SP197	RNA, 5S ribosomal pseudogene 197	Approved		100873459	
HGNC:43098	RNA5SP198	RNA, 5S ribosomal pseudogene 198	Approved		100873460	
HGNC:43099	RNA5SP199	RNA, 5S ribosomal pseudogene 199	Approved		106480438	
HGNC:43100	RNA5SP200	RNA, 5S ribosomal pseudogene 200	Approved		100873461	
HGNC:43101	RNA5SP201	RNA, 5S ribosomal pseudogene 201	Approved		100873462	
HGNC:43102	RNA5SP202	RNA, 5S ribosomal pseudogene 202	Approved		100873463	
HGNC:43103	RNA5SP203	RNA, 5S ribosomal pseudogene 203	Approved		100873464	
HGNC:43104	RNA5SP204	RNA, 5S ribosomal pseudogene 204	Approved		100873465	
HGNC:43105	RNA5SP205	RNA, 5S ribosomal pseudogene 205	Approved		100873466	
HGNC:43106	RNA5SP206	RNA, 5S ribosomal pseudogene 206	Approved		106478999	
HGNC:43107	RNA5SP207	RNA, 5S ribosomal pseudogene 207	Approved		100873467	
HGNC:43108	RNA5SP208	RNA, 5S ribosomal pseudogene 208	Approved		100873468	
HGNC:43109	RNA5SP209	RNA, 5S ribosomal pseudogene 209	Approved		100873469	
HGNC:43110	RNA5SP210	RNA, 5S ribosomal pseudogene 210	Approved		100873470	
HGNC:43111	RNA5SP211	RNA, 5S ribosomal pseudogene 211	Approved		100873471	
HGNC:43112	RNA5SP212	RNA, 5S ribosomal pseudogene 212	Approved		100873472	
HGNC:43113	RNA5SP213	RNA, 5S ribosomal pseudogene 213	Approved		100873473	
HGNC:43114	RNA5SP214	RNA, 5S ribosomal pseudogene 214	Approved		100873474	
HGNC:43115	RNA5SP215	RNA, 5S ribosomal pseudogene 215	Approved		100873475	
HGNC:43116	RNA5SP216	RNA, 5S ribosomal pseudogene 216	Approved		100873476	
HGNC:43117	RNA5SP217	RNA, 5S ribosomal pseudogene 217	Approved		100873477	
HGNC:43118	RNA5SP218	RNA, 5S ribosomal pseudogene 218	Approved		100873478	
HGNC:43119	RNA5SP219	RNA, 5S ribosomal pseudogene 219	Approved		100873479	
HGNC:43120	RNA5SP220	RNA, 5S ribosomal pseudogene 220	Approved		100873480	
HGNC:43121	RNA5SP221	RNA, 5S ribosomal pseudogene 221	Approved		106480759	
HGNC:43122	RNA5SP222	RNA, 5S ribosomal pseudogene 222	Approved		100873481	
HGNC:43123	RNA5SP223	RNA, 5S ribosomal pseudogene 223	Approved		100873482	
HGNC:43124	RNA5SP224	RNA, 5S ribosomal pseudogene 224	Approved		100873483	
HGNC:43125	RNA5SP225	RNA, 5S ribosomal pseudogene 225	Approved		100873484	
HGNC:43126	RNA5SP226	RNA, 5S ribosomal pseudogene 226	Approved		106479000	
HGNC:43127	RNA5SP227	RNA, 5S ribosomal pseudogene 227	Approved		100873485	
HGNC:43128	RNA5SP228	RNA, 5S ribosomal pseudogene 228	Approved		100873486	
HGNC:43129	RNA5SP229	RNA, 5S ribosomal pseudogene 229	Approved		100873487	
HGNC:43130	RNA5SP230	RNA, 5S ribosomal pseudogene 230	Approved		100873488	
HGNC:43131	RNA5SP231	RNA, 5S ribosomal pseudogene 231	Approved		100873489	
HGNC:43132	RNA5SP232	RNA, 5S ribosomal pseudogene 232	Approved		100873490	
HGNC:43133	RNA5SP233	RNA, 5S ribosomal pseudogene 233	Approved		100873491	
HGNC:43134	RNA5SP234	RNA, 5S ribosomal pseudogene 234	Approved		100873492	
HGNC:43135	RNA5SP235	RNA, 5S ribosomal pseudogene 235	Approved		100873493	
HGNC:43136	RNA5SP236	RNA, 5S ribosomal pseudogene 236	Approved		100873494	
HGNC:43137	RNA5SP237	RNA, 5S ribosomal pseudogene 237	Approved		100873495	
HGNC:43138	RNA5SP238	RNA, 5S ribosomal pseudogene 238	Approved		100873496	
HGNC:43139	RNA5SP239	RNA, 5S ribosomal pseudogene 239	Approved		100873497	
HGNC:43140	RNA5SP240	RNA, 5S ribosomal pseudogene 240	Approved		100873498	
HGNC:43141	RNA5SP241	RNA, 5S ribosomal pseudogene 241	Approved		100873499	
HGNC:43142	RNA5SP242	RNA, 5S ribosomal pseudogene 242	Approved		100873500	
HGNC:43143	RNA5SP243	RNA, 5S ribosomal pseudogene 243	Approved		106479001	
HGNC:43144	RNA5SP244	RNA, 5S ribosomal pseudogene 244	Approved		100885864	
HGNC:43145	RNA5SP245	RNA, 5S ribosomal pseudogene 245	Approved		100873501	
HGNC:43146	RNA5SP246	RNA, 5S ribosomal pseudogene 246	Approved		100873502	
HGNC:43147	RNA5SP247	RNA, 5S ribosomal pseudogene 247	Approved		100873503	
HGNC:43148	RNA5SP248	RNA, 5S ribosomal pseudogene 248	Approved		100873504	
HGNC:43149	RNA5SP249	RNA, 5S ribosomal pseudogene 249	Approved		100873505	
HGNC:43150	RNA5SP250	RNA, 5S ribosomal pseudogene 250	Approved		100873506	
HGNC:43151	RNA5SP251	RNA, 5S ribosomal pseudogene 251	Approved		100873507	
HGNC:43152	RNA5SP252	RNA, 5S ribosomal pseudogene 252	Approved		100873508	
HGNC:43153	RNA5SP253	RNA, 5S ribosomal pseudogene 253	Approved		106480760	
HGNC:43154	RNA5SP254	RNA, 5S ribosomal pseudogene 254	Approved		106481793	
HGNC:43155	RNA5SP255	RNA, 5S ribosomal pseudogene 255	Approved		100873509	
HGNC:43156	RNA5SP256	RNA, 5S ribosomal pseudogene 256	Approved		100873510	
HGNC:43157	RNA5SP257	RNA, 5S ribosomal pseudogene 257	Approved		100873511	
HGNC:43158	RNA5SP258	RNA, 5S ribosomal pseudogene 258	Approved		100873512	
HGNC:43159	RNA5SP259	RNA, 5S ribosomal pseudogene 259	Approved		100873513	
HGNC:43160	RNA5SP260	RNA, 5S ribosomal pseudogene 260	Approved		100873514	
HGNC:43161	RNA5SP261	RNA, 5S ribosomal pseudogene 261	Approved		100873515	
HGNC:43162	RNA5SP262	RNA, 5S ribosomal pseudogene 262	Approved		100873516	
HGNC:43163	RNA5SP263	RNA, 5S ribosomal pseudogene 263	Approved		106479002	
HGNC:43164	RNA5SP264	RNA, 5S ribosomal pseudogene 264	Approved		100873517	
HGNC:43165	RNA5SP265	RNA, 5S ribosomal pseudogene 265	Approved		100873518	
HGNC:43166	RNA5SP266	RNA, 5S ribosomal pseudogene 266	Approved		100873519	
HGNC:43167	RNA5SP267	RNA, 5S ribosomal pseudogene 267	Approved		100873520	
HGNC:43168	RNA5SP268	RNA, 5S ribosomal pseudogene 268	Approved		100873521	
HGNC:43169	RNA5SP269	RNA, 5S ribosomal pseudogene 269	Approved		100873522	
HGNC:43170	RNA5SP270	RNA, 5S ribosomal pseudogene 270	Approved		100873523	
HGNC:43171	RNA5SP271	RNA, 5S ribosomal pseudogene 271	Approved		100873524	
HGNC:43172	RNA5SP272	RNA, 5S ribosomal pseudogene 272	Approved		100873525	
HGNC:43173	RNA5SP273	RNA, 5S ribosomal pseudogene 273	Approved		100873526	
HGNC:43174	RNA5SP274	RNA, 5S ribosomal pseudogene 274	Approved		100873527	
HGNC:43175	RNA5SP275	RNA, 5S ribosomal pseudogene 275	Approved		100873528	
HGNC:43176	RNA5SP276	RNA, 5S ribosomal pseudogene 276	Approved		100873529	
HGNC:43177	RNA5SP277	RNA, 5S ribosomal pseudogene 277	Approved		100873530	
HGNC:43178	RNA5SP278	RNA, 5S ribosomal pseudogene 278	Approved		100873531	
HGNC:43179	RNA5SP279	RNA, 5S ribosomal pseudogene 279	Approved		100873532	
HGNC:43180	RNA5SP280	RNA, 5S ribosomal pseudogene 280	Approved		100873533	
HGNC:43181	RNA5SP281	RNA, 5S ribosomal pseudogene 281	Approved		100873534	
HGNC:43182	RNA5SP282	RNA, 5S ribosomal pseudogene 282	Approved		100873535	
HGNC:43183	RNA5SP283	RNA, 5S ribosomal pseudogene 283	Approved		100873536	
HGNC:43184	RNA5SP284	RNA, 5S ribosomal pseudogene 284	Approved		100873537	
HGNC:43185	RNA5SP285	RNA, 5S ribosomal pseudogene 285	Approved		100873538	
HGNC:43186	RNA5SP286	RNA, 5S ribosomal pseudogene 286	Approved		100873539	
HGNC:43187	RNA5SP287	RNA, 5S ribosomal pseudogene 287	Approved		100873540	
HGNC:43188	RNA5SP288	RNA, 5S ribosomal pseudogene 288	Approved		100873541	
HGNC:43189	RNA5SP289	RNA, 5S ribosomal pseudogene 289	Approved		100873542	
HGNC:43190	RNA5SP290	RNA, 5S ribosomal pseudogene 290	Approved		100873543	
HGNC:43191	RNA5SP291	RNA, 5S ribosomal pseudogene 291	Approved		100873544	
HGNC:43192	RNA5SP292	RNA, 5S ribosomal pseudogene 292	Approved		100873545	
HGNC:43193	RNA5SP293	RNA, 5S ribosomal pseudogene 293	Approved		100873546	
HGNC:43194	RNA5SP294	RNA, 5S ribosomal pseudogene 294	Approved		100873547	
HGNC:43195	RNA5SP295	RNA, 5S ribosomal pseudogene 295	Approved		100873548	
HGNC:43196	RNA5SP296	RNA, 5S ribosomal pseudogene 296	Approved		100873549	
HGNC:43197	RNA5SP297	RNA, 5S ribosomal pseudogene 297	Approved		106479003	
HGNC:43198	RNA5SP298	RNA, 5S ribosomal pseudogene 298	Approved		106480761	
HGNC:43199	RNA5SP299	RNA, 5S ribosomal pseudogene 299	Approved		100873574	
HGNC:43200	RNA5SP300	RNA, 5S ribosomal pseudogene 300	Approved		100873575	
HGNC:43201	RNA5SP301	RNA, 5S ribosomal pseudogene 301	Approved		100873576	
HGNC:43202	RNA5SP302	RNA, 5S ribosomal pseudogene 302	Approved		106479004	
HGNC:43203	RNA5SP303	RNA, 5S ribosomal pseudogene 303	Approved		100873577	
HGNC:43204	RNA5SP304	RNA, 5S ribosomal pseudogene 304	Approved		100873578	
HGNC:43205	RNA5SP305	RNA, 5S ribosomal pseudogene 305	Approved		100873579	
HGNC:43206	RNA5SP306	RNA, 5S ribosomal pseudogene 306	Approved		100873580	
HGNC:43207	RNA5SP307	RNA, 5S ribosomal pseudogene 307	Approved		100873581	
HGNC:43208	RNA5SP308	RNA, 5S ribosomal pseudogene 308	Approved		100873582	
HGNC:43209	RNA5SP309	RNA, 5S ribosomal pseudogene 309	Approved		100873583	
HGNC:43210	RNA5SP310	RNA, 5S ribosomal pseudogene 310	Approved		106480762	
HGNC:43211	RNA5SP311	RNA, 5S ribosomal pseudogene 311	Approved		106480358	
HGNC:43212	RNA5SP312	RNA, 5S ribosomal pseudogene 312	Approved		106480439	
HGNC:43213	RNA5SP313~withdrawn	symbol withdrawn, see RNA5SP312	Symbol Withdrawn			
HGNC:43214	RNA5SP314~withdrawn	symbol withdrawn, see RNA5SP311	Symbol Withdrawn			
HGNC:43215	RNA5SP315	RNA, 5S ribosomal pseudogene 315	Approved		106479005	
HGNC:43216	RNA5SP316~withdrawn	symbol withdrawn, see RNA5SP310	Symbol Withdrawn			
HGNC:43217	RNA5SP317	RNA, 5S ribosomal pseudogene 317	Approved		106479006	
HGNC:43218	RNA5SP318	RNA, 5S ribosomal pseudogene 318	Approved		100873584	
HGNC:43219	RNA5SP319	RNA, 5S ribosomal pseudogene 319	Approved		100873585	
HGNC:43220	RNA5SP320	RNA, 5S ribosomal pseudogene 320	Approved		100873586	
HGNC:43221	RNA5SP321	RNA, 5S ribosomal pseudogene 321	Approved		100873587	
HGNC:43222	RNA5SP322	RNA, 5S ribosomal pseudogene 322	Approved		100873588	
HGNC:43223	RNA5SP323	RNA, 5S ribosomal pseudogene 323	Approved		100873589	
HGNC:43224	RNA5SP324	RNA, 5S ribosomal pseudogene 324	Approved		100873590	
HGNC:43225	RNA5SP325	RNA, 5S ribosomal pseudogene 325	Approved		100873591	
HGNC:43226	RNA5SP326	RNA, 5S ribosomal pseudogene 326	Approved		100873592	
HGNC:43227	RNA5SP327	RNA, 5S ribosomal pseudogene 327	Approved		100873593	
HGNC:43228	RNA5SP328	RNA, 5S ribosomal pseudogene 328	Approved		100873594	
HGNC:43229	RNA5SP329	RNA, 5S ribosomal pseudogene 329	Approved		100873595	
HGNC:43230	RNA5SP330	RNA, 5S ribosomal pseudogene 330	Approved		100873596	
HGNC:43231	RNA5SP331	RNA, 5S ribosomal pseudogene 331	Approved		100873597	
HGNC:43232	RNA5SP332	RNA, 5S ribosomal pseudogene 332	Approved		100873598	
HGNC:43233	RNA5SP333	RNA, 5S ribosomal pseudogene 333	Approved		106480763	
HGNC:43234	RNA5SP334	RNA, 5S ribosomal pseudogene 334	Approved		106865375	
HGNC:43235	RNA5SP335	RNA, 5S ribosomal pseudogene 335	Approved		106479007	
HGNC:43236	RNA5SP336	RNA, 5S ribosomal pseudogene 336	Approved		100873599	
HGNC:43237	RNA5SP337	RNA, 5S ribosomal pseudogene 337	Approved		100873600	
HGNC:43238	RNA5SP338	RNA, 5S ribosomal pseudogene 338	Approved		100873601	
HGNC:43239	RNA5SP339	RNA, 5S ribosomal pseudogene 339	Approved		100873602	
HGNC:43240	RNA5SP340	RNA, 5S ribosomal pseudogene 340	Approved		100873603	
HGNC:43241	RNA5SP341	RNA, 5S ribosomal pseudogene 341	Approved		100873604	
HGNC:43242	RNA5SP342	RNA, 5S ribosomal pseudogene 342	Approved		106479008	
HGNC:43243	RNA5SP343	RNA, 5S ribosomal pseudogene 343	Approved		100873605	
HGNC:43244	RNA5SP344	RNA, 5S ribosomal pseudogene 344	Approved		100873606	
HGNC:43245	RNA5SP345	RNA, 5S ribosomal pseudogene 345	Approved		100873607	
HGNC:43246	RNA5SP346	RNA, 5S ribosomal pseudogene 346	Approved		100873608	
HGNC:43247	RNA5SP347	RNA, 5S ribosomal pseudogene 347	Approved		100873609	
HGNC:43248	RNA5SP348	RNA, 5S ribosomal pseudogene 348	Approved		100873610	
HGNC:43249	RNA5SP349	RNA, 5S ribosomal pseudogene 349	Approved		100873611	
HGNC:43250	RNA5SP350	RNA, 5S ribosomal pseudogene 350	Approved		106481794	
HGNC:43251	RNA5SP351	RNA, 5S ribosomal pseudogene 351	Approved		106480764	
HGNC:43252	RNA5SP352	RNA, 5S ribosomal pseudogene 352	Approved		100873612	
HGNC:43253	RNA5SP353	RNA, 5S ribosomal pseudogene 353	Approved		100873613	
HGNC:43254	RNA5SP354	RNA, 5S ribosomal pseudogene 354	Approved		100873614	
HGNC:43255	RNA5SP355	RNA, 5S ribosomal pseudogene 355	Approved		106479009	
HGNC:43256	RNA5SP356	RNA, 5S ribosomal pseudogene 356	Approved		100873615	
HGNC:43257	RNA5SP357	RNA, 5S ribosomal pseudogene 357	Approved		100873616	
HGNC:43258	RNA5SP358	RNA, 5S ribosomal pseudogene 358	Approved		100873617	
HGNC:43259	RNA5SP359	RNA, 5S ribosomal pseudogene 359	Approved		100873618	
HGNC:43260	RNA5SP360	RNA, 5S ribosomal pseudogene 360	Approved		100873619	
HGNC:43261	RNA5SP361	RNA, 5S ribosomal pseudogene 361	Approved		100873620	
HGNC:43262	RNA5SP362	RNA, 5S ribosomal pseudogene 362	Approved		100873621	
HGNC:43263	RNA5SP363	RNA, 5S ribosomal pseudogene 363	Approved		100873622	
HGNC:43264	RNA5SP364	RNA, 5S ribosomal pseudogene 364	Approved		100873623	
HGNC:43265	RNA5SP365	RNA, 5S ribosomal pseudogene 365	Approved		100873624	
HGNC:43266	RNA5SP366	RNA, 5S ribosomal pseudogene 366	Approved		100873625	
HGNC:43267	RNA5SP367	RNA, 5S ribosomal pseudogene 367	Approved		100873626	
HGNC:43268	RNA5SP368	RNA, 5S ribosomal pseudogene 368	Approved		100873627	
HGNC:43269	RNA5SP369	RNA, 5S ribosomal pseudogene 369	Approved		100873628	
HGNC:43270	RNA5SP370	RNA, 5S ribosomal pseudogene 370	Approved		106480765	
HGNC:43271	RNA5SP371	RNA, 5S ribosomal pseudogene 371	Approved		100873629	
HGNC:43272	RNA5SP372	RNA, 5S ribosomal pseudogene 372	Approved		100873630	
HGNC:43273	RNA5SP373	RNA, 5S ribosomal pseudogene 373	Approved		100873631	
HGNC:43274	RNA5SP374	RNA, 5S ribosomal pseudogene 374	Approved		100873632	
HGNC:43275	RNA5SP375	RNA, 5S ribosomal pseudogene 375	Approved		100873633	
HGNC:43276	RNA5SP376	RNA, 5S ribosomal pseudogene 376	Approved		106479010	
HGNC:43277	RNA5SP377	RNA, 5S ribosomal pseudogene 377	Approved		106479011	
HGNC:43278	RNA5SP378	RNA, 5S ribosomal pseudogene 378	Approved		100873634	
HGNC:43279	RNA5SP379	RNA, 5S ribosomal pseudogene 379	Approved		100873635	
HGNC:43280	RNA5SP380	RNA, 5S ribosomal pseudogene 380	Approved		100873636	
HGNC:43281	RNA5SP381~withdrawn	entry withdrawn	Entry Withdrawn			
HGNC:43282	RNA5SP382	RNA, 5S ribosomal pseudogene 382	Approved		100873637	
HGNC:43283	RNA5SP383	RNA, 5S ribosomal pseudogene 383	Approved		100873638	
HGNC:43284	RNA5SP384	RNA, 5S ribosomal pseudogene 384	Approved		100873639	
HGNC:43285	RNA5SP385	RNA, 5S ribosomal pseudogene 385	Approved		100873640	
HGNC:43286	RNA5SP386	RNA, 5S ribosomal pseudogene 386	Approved		100873641	
HGNC:43287	RNA5SP387	RNA, 5S ribosomal pseudogene 387	Approved		107133508	
HGNC:43288	RNA5SP388	RNA, 5S ribosomal pseudogene 388	Approved		100873642	
HGNC:43289	RNA5SP389	RNA, 5S ribosomal pseudogene 389	Approved		106480766	
HGNC:43290	RNA5SP390	RNA, 5S ribosomal pseudogene 390	Approved		100873643	
HGNC:43291	RNA5SP391	RNA, 5S ribosomal pseudogene 391	Approved		100873644	
HGNC:43292	RNA5SP392	RNA, 5S ribosomal pseudogene 392	Approved		100873645	
HGNC:43293	RNA5SP393	RNA, 5S ribosomal pseudogene 393	Approved		100873646	
HGNC:43294	RNA5SP394	RNA, 5S ribosomal pseudogene 394	Approved		100873647	
HGNC:43295	RNA5SP395	RNA, 5S ribosomal pseudogene 395	Approved		100873648	
HGNC:43296	RNA5SP396	RNA, 5S ribosomal pseudogene 396	Approved		100873649	
HGNC:43297	RNA5SP397	RNA, 5S ribosomal pseudogene 397	Approved		100873650	
HGNC:43298	RNA5SP398	RNA, 5S ribosomal pseudogene 398	Approved		100873651	
HGNC:43299	RNA5SP399	RNA, 5S ribosomal pseudogene 399	Approved		100873652	
HGNC:43300	RNA5SP400	RNA, 5S ribosomal pseudogene 400	Approved		100873653	
HGNC:43301	RNA5SP401	RNA, 5S ribosomal pseudogene 401	Approved		100873654	
HGNC:43302	RNA5SP402	RNA, 5S ribosomal pseudogene 402	Approved		100873655	
HGNC:43303	RNA5SP403	RNA, 5S ribosomal pseudogene 403	Approved		106479012	
HGNC:43304	RNA5SP404	RNA, 5S ribosomal pseudogene 404	Approved		100873656	
HGNC:43305	RNA5SP405	RNA, 5S ribosomal pseudogene 405	Approved		100873657	
HGNC:43306	RNA5SP406	RNA, 5S ribosomal pseudogene 406	Approved		100873658	
HGNC:43307	RNA5SP407	RNA, 5S ribosomal pseudogene 407	Approved		100873659	
HGNC:43308	RNA5SP408	RNA, 5S ribosomal pseudogene 408	Approved		100873660	
HGNC:43309	RNA5SP409	RNA, 5S ribosomal pseudogene 409	Approved		100873661	
HGNC:43310	RNA5SP410	RNA, 5S ribosomal pseudogene 410	Approved		100873662	
HGNC:43311	RNA5SP411	RNA, 5S ribosomal pseudogene 411	Approved		100887740	
HGNC:43312	RNA5SP412	RNA, 5S ribosomal pseudogene 412	Approved		100873663	
HGNC:43313	RNA5SP413	RNA, 5S ribosomal pseudogene 413	Approved		100873664	
HGNC:43314	RNA5SP414	RNA, 5S ribosomal pseudogene 414	Approved		100873665	
HGNC:43315	RNA5SP415	RNA, 5S ribosomal pseudogene 415	Approved		100873666	
HGNC:43316	RNA5SP416	RNA, 5S ribosomal pseudogene 416	Approved		100873667	
HGNC:43317	RNA5SP417	RNA, 5S ribosomal pseudogene 417	Approved		100873668	
HGNC:43318	RNA5SP418	RNA, 5S ribosomal pseudogene 418	Approved		100873669	
HGNC:43319	RNA5SP419	RNA, 5S ribosomal pseudogene 419	Approved		100873670	
HGNC:43320	RNA5SP420	RNA, 5S ribosomal pseudogene 420	Approved		100873671	
HGNC:43321	RNA5SP421	RNA, 5S ribosomal pseudogene 421	Approved		100873672	
HGNC:43322	RNA5SP422	RNA, 5S ribosomal pseudogene 422	Approved		100873673	
HGNC:43323	RNA5SP423	RNA, 5S ribosomal pseudogene 423	Approved		100873674	
HGNC:43324	RNA5SP424	RNA, 5S ribosomal pseudogene 424	Approved		100873675	
HGNC:43325	RNA5SP425	RNA, 5S ribosomal pseudogene 425	Approved		100873676	
HGNC:43326	RNA5SP426	RNA, 5S ribosomal pseudogene 426	Approved		100873677	
HGNC:43327	RNA5SP427	RNA, 5S ribosomal pseudogene 427	Approved		100873678	
HGNC:43328	RNA5SP428	RNA, 5S ribosomal pseudogene 428	Approved		100873679	
HGNC:43329	RNA5SP429	RNA, 5S ribosomal pseudogene 429	Approved		106480767	
HGNC:43330	RNA5SP430	RNA, 5S ribosomal pseudogene 430	Approved		100873680	
HGNC:43331	RNA5SP431	RNA, 5S ribosomal pseudogene 431	Approved		100873681	
HGNC:43332	RNA5SP432	RNA, 5S ribosomal pseudogene 432	Approved		100873682	
HGNC:43333	RNA5SP433	RNA, 5S ribosomal pseudogene 433	Approved		100873683	
HGNC:43334	RNA5SP434	RNA, 5S ribosomal pseudogene 434	Approved		100873684	
HGNC:43335	RNA5SP435	RNA, 5S ribosomal pseudogene 435	Approved		106479013	
HGNC:43336	RNA5SP436	RNA, 5S ribosomal pseudogene 436	Approved		100873685	
HGNC:43337	RNA5SP437	RNA, 5S ribosomal pseudogene 437	Approved		100873686	
HGNC:43338	RNA5SP438	RNA, 5S ribosomal pseudogene 438	Approved		100873687	
HGNC:43339	RNA5SP439	RNA, 5S ribosomal pseudogene 439	Approved		106479014	
HGNC:43340	RNA5SP440	RNA, 5S ribosomal pseudogene 440	Approved		100873688	
HGNC:43341	RNA5SP441	RNA, 5S ribosomal pseudogene 441	Approved		100873689	
HGNC:43342	RNA5SP442	RNA, 5S ribosomal pseudogene 442	Approved		106480768	
HGNC:43343	RNA5SP443	RNA, 5S ribosomal pseudogene 443	Approved		106481745	
HGNC:43344	RNA5SP444	RNA, 5S ribosomal pseudogene 444	Approved		100873690	
HGNC:43345	RNA5SP445	RNA, 5S ribosomal pseudogene 445	Approved		100873691	
